id,title,pl_source_id,pl_source_display_name,publication_year
W2999161544,Consumer stated preferences for dairy products with carbon footprint labels in Italy,S3034372847,Agricultural and Food Economics,2020
W3179436513,Does market access improve dietary diversity and food security? Evidence from Southwestern Ethiopian smallholder coffee producers,S3034372847,Agricultural and Food Economics,2021
W2940796351,Analysis of households food insecurity and its coping mechanisms in Western Ethiopia,S3034372847,Agricultural and Food Economics,2019
W3035200516,EU wine policy in the framework of the CAP: post-2020 challenges,S3034372847,Agricultural and Food Economics,2020
W3164544408,Measuring circularity: an application of modified Material Circularity Indicator to agricultural systems,S3034372847,Agricultural and Food Economics,2021
W2919952927,Determinants of the competitiveness of smallholder African indigenous vegetable farmers in high-value agro-food chains in Kenya: A multivariate probit regression analysis,S3034372847,Agricultural and Food Economics,2019
W2966244085,Heterogeneous seed access and information exposure: implications for the adoption of drought-tolerant maize varieties in Uganda,S3034372847,Agricultural and Food Economics,2019
W2955637700,Environmentally sustainable versus aesthetic values motivating millennials’ preferences for wine purchasing: evidence from an experimental analysis in Italy,S3034372847,Agricultural and Food Economics,2019
W3015365262,Measuring consumers’ preferences for craft beer attributes through Best-Worst Scaling,S3034372847,Agricultural and Food Economics,2020
W3164559723,Economic benefits of livestock management in Ghana,S3034372847,Agricultural and Food Economics,2021
W3166587967,"Food consumption patterns, nutrient adequacy, and the food systems in Nigeria",S3034372847,Agricultural and Food Economics,2021
W3131335024,Consumer perception of sustainable practices in dairy production,S3034372847,Agricultural and Food Economics,2021
W3165674257,Effects of climate adaptation on technical efficiency of maize production in Northern Ghana,S3034372847,Agricultural and Food Economics,2021
W2960681423,Partnering for sustainability in agri-food supply chains: the case of Barilla Sustainable Farming in the Po Valley,S3034372847,Agricultural and Food Economics,2019
W2982562413,"Farm level allocative efficiency of rice production in Gulu and Amuru districts, Northern Uganda",S3034372847,Agricultural and Food Economics,2019
W3000752767,Integrated Supply Chain Projects and multifunctional local development: the creation of a Perfume Valley in Tuscany,S3034372847,Agricultural and Food Economics,2020
W3031997084,Women in household decision-making and implications for dietary quality in Bhutan,S3034372847,Agricultural and Food Economics,2020
W3164074419,Do consumers’ values and attitudes affect food retailer choice? Evidence from a national survey on farmers’ market in Germany,S3034372847,Agricultural and Food Economics,2021
W3135549600,Label information and consumer behaviour: evidence on drinking milk sector,S3034372847,Agricultural and Food Economics,2021
W2990157663,Analyzing Alternative Food Networks sustainability in Italy: a proposal for an assessment framework,S3034372847,Agricultural and Food Economics,2019
W2999932018,A combined framework for the life cycle assessment and costing of food waste prevention and valorization: an application to school canteens,S3034372847,Agricultural and Food Economics,2020
W3186968993,Economic performance of agritourism: an analysis of farms located in a less favoured area in Italy,S3034372847,Agricultural and Food Economics,2021
W3189112362,"Farmer-herder conflicts, tenure insecurity and farmer’s investment decisions in Agogo, Ghana",S3034372847,Agricultural and Food Economics,2021
W3201554063,Factors behind consumers' choices for healthy fruits: a review of pomegranate and its food derivatives,S3034372847,Agricultural and Food Economics,2021
W2987232703,How alternative food networks work in a metropolitan area? An analysis of Solidarity Purchase Groups in Northern Italy,S3034372847,Agricultural and Food Economics,2019
W2995311687,"Effects of the Income Stabilization Tool on farm income level, variability and concentration in Italian agriculture",S3034372847,Agricultural and Food Economics,2019
W2994981743,Sustainable intensification of beef production in Colombia—Chances for product differentiation and price premiums,S3034372847,Agricultural and Food Economics,2019
W3030881113,Alternative food shoppers and the “quantity dilemma”: a study on the determinants of their purchases at alternative markets,S3034372847,Agricultural and Food Economics,2020
W3165493438,Technical efficiency and productivity of farms: a periurban case study analysis,S3034372847,Agricultural and Food Economics,2021
W3129961935,"Insights into organic wine consumption: behaviour, segmentation and attribute non-attendance",S3034372847,Agricultural and Food Economics,2021
W3178556997,Economics of contracts in African food systems: evidence from the malt barley sector in Ethiopia,S3034372847,Agricultural and Food Economics,2021
W2966864036,Sustainability perspectives in agricultural economics research and policy agenda,S3034372847,Agricultural and Food Economics,2019
W2947799441,Correcting for sample selection in stochastic frontier analysis: insights from rice farmers in Northern Ghana,S3034372847,Agricultural and Food Economics,2019
W3202753765,Why consumers drink natural wine? Consumer perception and information about natural wine,S3034372847,Agricultural and Food Economics,2021
W2921637064,Improving diffusion in agriculture: an agent-based model to find the predictors for efficient early adopters,S3034372847,Agricultural and Food Economics,2019
W2947083048,Does the future of a farm depend on its neighbourhood? Evidence on intra-family succession among fruit and vegetable farms in Italy,S3034372847,Agricultural and Food Economics,2019
W2998274027,Coping with food and nutrition insecurity in Zimbabwe: does household head gender matter?,S3034372847,Agricultural and Food Economics,2019
W2942554153,The spread of no-till in conservation agriculture systems in Italy: indications for rural development policy-making,S3034372847,Agricultural and Food Economics,2019
W3029016199,"Consumers’ preference and willingness to pay for enriched snack product traits in Shashamane and Hawassa cities, Ethiopia",S3034372847,Agricultural and Food Economics,2020
W3084562417,Organic vegetables demand in urban area using a count outcome model: case study of Burkina Faso,S3034372847,Agricultural and Food Economics,2020
W3010288209,The impact of production shocks on maize markets in Ethiopia: implications for regional trade and food security,S3034372847,Agricultural and Food Economics,2020
W3195906944,Rural sustainability and food choice: the effect of territorial characteristics on the consumers’ preferences for organic lentils,S3034372847,Agricultural and Food Economics,2021
W3000177243,Does training location matter? Evidence from a randomized field experiment in Rural Indonesia,S3034372847,Agricultural and Food Economics,2020
W3007506327,Multi-actor approaches to implement cooperative strategies and value chains based on sustainability,S3034372847,Agricultural and Food Economics,2020
W3081682866,Economic linkage between urban development and livelihood of peri-urban farming communities in Ethiopia (policies and practices),S3034372847,Agricultural and Food Economics,2020
W3168740291,Organizational forms and technical efficiency of the dairy processing industry in Southern Brazil,S3034372847,Agricultural and Food Economics,2021
W3009529437,Income and food Engel curves in Rwanda: a household microdata analysis,S3034372847,Agricultural and Food Economics,2020
W3029508783,Exploring institutional arrangements for local fish product labelling in Tuscany (Italy): a convention theory perspective,S3034372847,Agricultural and Food Economics,2020
W3010874443,Adoption analysis of agricultural technologies in the semiarid northern Ethiopia: a panel data analysis,S3034372847,Agricultural and Food Economics,2021
W3164332341,Commoning of territorial heritage and tools of participated sustainability for the production and enhancement of agro-environmental public goods,S3034372847,Agricultural and Food Economics,2021
W3185876926,On the association between risk attitude and fruit and vegetable consumption: insights from university students in Italy,S3034372847,Agricultural and Food Economics,2021
W3208970851,Framing agricultural policy through the EC’s strategies on CAP reforms (1992–2017),S3034372847,Agricultural and Food Economics,2021
W2942566910,Farm/crop portfolio simulations under variable risk: a case study from Italy,S3034372847,Agricultural and Food Economics,2019
W2948596952,"The impact of environmental uncertainty on the performance of the rice supply chain in the Ayeyarwaddy Region, Myanmar",S3034372847,Agricultural and Food Economics,2019
W3032333730,The geography of agriculture participation and food security in a small and a medium-sized city in Ghana,S3034372847,Agricultural and Food Economics,2020
W3104007193,Supervising third-party control bodies for certification: the case of organic farming in Italy,S3034372847,Agricultural and Food Economics,2020
W2920941216,Labeling food safety attributes: to inform or not to inform?,S3034372847,Agricultural and Food Economics,2019
W3183275034,Implications of food-for-work programs for consumption and production diversity: Evidence from the Tigray Region of Ethiopia,S3034372847,Agricultural and Food Economics,2021
W3212301811,"EU income stabilization tool: potential impacts, financial sustainability and farmer’s risk aversion",S3034372847,Agricultural and Food Economics,2021
W2934298290,Evolving consumer trends for whey protein sports supplements: the Heckman ordered probit estimation,S3034372847,Agricultural and Food Economics,2019
W2965977759,How to assess future agricultural performance under climate change? A case-study on the Veneto region,S3034372847,Agricultural and Food Economics,2019
W3043354707,Box-scheme as alternative food network—the economic integration between consumers and producers,S3034372847,Agricultural and Food Economics,2020
W3107963678,Examining the determinants of global and local price passthrough in cereal markets: evidence from DCC-GJR-GARCH and panel analyses,S3034372847,Agricultural and Food Economics,2020
W2921711743,Shocks in food availability and intra-household resources allocation: evidence on children nutrition outcomes in Ethiopia,S3034372847,Agricultural and Food Economics,2019
W2966105482,"Performance, behaviour and organization of maize trading in Malawi",S3034372847,Agricultural and Food Economics,2019
W3164067365,Vertical price transmission in Swiss dairy and cheese value chains,S3034372847,Agricultural and Food Economics,2021
W3165458924,Exploring beyond the conjunctural rhetoric: sociocultural drivers for the “cassava crisis” in Côte d’Ivoire,S3034372847,Agricultural and Food Economics,2021
W3198103983,Livelihood assets’ influence on Ugandan farmers’ control practices for Banana Xanthomonas Wilt (BXW),S3034372847,Agricultural and Food Economics,2021
W3006164598,Evaluating sectoral effects of agricultural nitrogen pollution reduction policy in Croatia within a CGE framework,S3034372847,Agricultural and Food Economics,2020
W3048737664,Microfinance services for smallholder farmers: an assessment from rice farmers’ expectations in Central Benin,S3034372847,Agricultural and Food Economics,2020
W3163977718,Does it pay to switch from free grazing to stall feeding? Impact of stall feeding practice on household welfare in Tigrai Ethiopia,S3034372847,Agricultural and Food Economics,2021
W3205895796,Assessing the joint adoption and complementarity between in-field conservation practices of Kansas farmers,S3034372847,Agricultural and Food Economics,2021
W3036004429,The impact of US sugar prices on the financial performance of US sugar-using firms,S3034372847,Agricultural and Food Economics,2020
W3092352275,Economic potentials of artisanal food processing microenterprises in West Africa: case of “atta” production in Cotonou (Benin),S3034372847,Agricultural and Food Economics,2020
W2972549666,Rubber world price transmission to Ivorian producer prices: an analysis in the presence of structural breaks,S3034372847,Agricultural and Food Economics,2019
W3092836556,Consumption smoothing and price enhancement motives for grain storage: empirical perspectives from rural Ethiopia,S3034372847,Agricultural and Food Economics,2020
W3167504720,The impact of pest risk management measures on trade: the case of apples from France and Chile,S3034372847,Agricultural and Food Economics,2021
W3188073200,Civic universities and bottom-up approaches to boost local development of rural areas: the case of the University of Macerata,S3034372847,Agricultural and Food Economics,2021
W3207219859,Building a culture of research impact assessment within the agro-food research organizations,S3034372847,Agricultural and Food Economics,2021
W4200038221,Food solidarity economy: evaluating transition community initiatives in Friuli Venezia Giulia region,S3034372847,Agricultural and Food Economics,2021
W2165952857,Sustainability in the wine industry: key questions and research trendsa,S3034372847,Agricultural and Food Economics,2013
W2150588508,"Understanding the process of adaptation to climate change by small-holder farmers: the case of east Hararghe Zone, Ethiopia",S3034372847,Agricultural and Food Economics,2013
W2102300866,Farm technology adoption in Kenya: a simultaneous estimation of inorganic fertilizer and improved maize variety adoption decisions,S3034372847,Agricultural and Food Economics,2014
W2171440496,Time preferences and health behaviour: a review,S3034372847,Agricultural and Food Economics,2013
W2115096018,"Farm types and their economic characterization in complex agro-ecosystems for informed extension intervention: study from coastal West Bengal, India",S3034372847,Agricultural and Food Economics,2014
W2128584704,Factors influencing willingness to participate in multi-stakeholder platform by smallholder farmers in Northern Ghana: implication for research and development,S3034372847,Agricultural and Food Economics,2014
W2134831353,Hawai‘i’s food consumption and supply sources: benchmark estimates and measurement issues,S3034372847,Agricultural and Food Economics,2013
W2135944436,"The demand of urban residents for the biodiversity conservation in U Minh Thuong National Park, Vietnam",S3034372847,Agricultural and Food Economics,2014
W2139426752,Valuation of traits of indigenous sheep using hedonic pricing in CentralEthiopia,S3034372847,Agricultural and Food Economics,2013
W2166767341,An empirical analysis on technophobia/technophilia in consumer market segmentation,S3034372847,Agricultural and Food Economics,2014
W2112696139,Understanding linkages between common agricultural policy and High Nature Value (HNV) farmland provision: an empirical analysis in Tuscany Region,S3034372847,Agricultural and Food Economics,2014
W2158728871,Institutional barriers to organic farming in Central and Eastern European countries of the Baltic Sea region,S3034372847,Agricultural and Food Economics,2013
W2091305884,"The adoption of technologies, management practices, and production systems in U.S. milk production",S3034372847,Agricultural and Food Economics,2014
W2126612033,"Changes in the technical and scale efficiency of rice production activities in the Mekong delta, Vietnam",S3034372847,Agricultural and Food Economics,2013
W2164068621,"Factors affecting efficiency of cotton producers in rural Khorezm, Uzbekistan: Re-examining the role of knowledge indicators in technical efficiency improvement",S3034372847,Agricultural and Food Economics,2014
W2105307275,Off-farm labour supply and production efficiency of farm household in rural Southwest Nigeria,S3034372847,Agricultural and Food Economics,2014
W2116062010,Price relations between international rice markets,S3034372847,Agricultural and Food Economics,2014
W2160739391,"Consumer demand for alcoholic beverages in Switzerland: a two-stage quadratic almost ideal demand system for low, moderate, and heavy drinking households",S3034372847,Agricultural and Food Economics,2014
W2168052891,Technical efficiency in the sheep dairy industry: an application on the Sardinian (Italy) sector,S3034372847,Agricultural and Food Economics,2013
W2113082666,Agricultural and food economics - a new journal for a changing world,S3034372847,Agricultural and Food Economics,2013
W2130860015,Determinants of sheep and goat meat consumption in Switzerland,S3034372847,Agricultural and Food Economics,2013
W2163586024,Crop substitution behavior among food crop farmers in Ghana: an efficient adaptation to climate change or costly stagnation in traditional agricultural production system?,S3034372847,Agricultural and Food Economics,2014
W2011759047,Bioenergy chain building: a collective action perspective,S3034372847,Agricultural and Food Economics,2014
W2111350636,Credit off-take from formal financial institutions in rural India: quantile regression results,S3034372847,Agricultural and Food Economics,2014
W2130800311,Family farm business and access to rural development polices: a demographic perspective,S3034372847,Agricultural and Food Economics,2013
W2034907753,Factors influencing farmers’ behavior in rice seed selling in the market: a case study in the Tarai region of Nepald,S3034372847,Agricultural and Food Economics,2013
W2137554072,The impact of food price increases on nutrient intake in Lebanon,S3034372847,Agricultural and Food Economics,2014
W2103120564,On the relationship between regional trade agreements and agricultural technology and productivity,S3034372847,Agricultural and Food Economics,2013
W2113060705,Information and output in agricultural markets: the role of market transparency,S3034372847,Agricultural and Food Economics,2013
W2097940735,Institutional reforms and agricultural policy process: lessons from Democratic Republic of Congo,S3034372847,Agricultural and Food Economics,2014
W2102997016,Country of origin and willingness to pay for pistachios: a chinese case,S3034372847,Agricultural and Food Economics,2014
W2162811489,"Economic performance of small ruminant production in a protected area: a case study from Tell Ar-Rumman, a Mediterranean ecosystem in Jordan",S3034372847,Agricultural and Food Economics,2013
W2152819998,Evaluating willingness to become a food education volunteer among urban residents in Japan: toward a participatory food policy,S3034372847,Agricultural and Food Economics,2014
W2139463497,Capital accumulation with and without land market liberalization: beyond the “Win‐Win” situation,S3034372847,Agricultural and Food Economics,2013
W2142500973,Performance and profit sensitivity to risk: a practical evaluation of the agro-industrial projects developed by Israeli companies for the CIS and Eastern European countries,S3034372847,Agricultural and Food Economics,2013
W2978124686,"Willingness to Pay, Quality Perception, and Local Foods: The Case of Broccoli",S2764593300,Agricultural and Resource Economics Review,2019
W2997806277,An Examination of the Adequacy of Supplemental Nutrition Assistance Program (SNAP) Benefit Levels: Impacts on Food Insecurity,S2764593300,Agricultural and Resource Economics Review,2019
W2987637821,"Using Meta-Analysis for Large-Scale Ecosystem Service Valuation: Progress, Prospects, and Challenges",S2764593300,Agricultural and Resource Economics Review,2019
W2997890000,Reflections on 40 Years of Applied Economics Research on Agriculture and Water Quality,S2764593300,Agricultural and Resource Economics Review,2019
W3124401841,"Hedonic Pricing of Rice Attributes, Market Sorting, and Gains from Quality Improvement in the Beninese Market",S2764593300,Agricultural and Resource Economics Review,2021
W2963987169,Dynamics and Uncertainty in Land Use Conversion for Perennial Energy Crop Production: Exploring Effects of Payments for Ecosystem Services Policies,S2764593300,Agricultural and Resource Economics Review,2019
W3034766226,The Role of Collective Food Identity in Local Food Demand,S2764593300,Agricultural and Resource Economics Review,2020
W2998340455,Prospects for New England Agriculture: Farm to Fork,S2764593300,Agricultural and Resource Economics Review,2019
W2944598494,Market-Driven Corn Monocropping in the U.S. Midwest,S2764593300,Agricultural and Resource Economics Review,2019
W3031549584,Improving BMP Cost-Share Enrollment Rates: Insights from a Survey of Florida Farmers,S2764593300,Agricultural and Resource Economics Review,2020
W3043777155,Promoting Clean Energy Innovation at the State and Local Level,S2764593300,Agricultural and Resource Economics Review,2020
W2981775949,"Estimating the Present Value of Carbon Sequestration in U.S. Forests, 2015–2050, for Evaluating Federal Climate Change Mitigation Policies",S2764593300,Agricultural and Resource Economics Review,2019
W3187165982,Do higher temperatures influence how yields respond to increasing planting density?,S2764593300,Agricultural and Resource Economics Review,2021
W2979495267,Market Channel Procurement Strategy and School Meal Costs in Farm-to-School Programs,S2764593300,Agricultural and Resource Economics Review,2019
W2989332894,A Review of the Forest Service's National Visitor Use Monitoring (NVUM) Program,S2764593300,Agricultural and Resource Economics Review,2019
W3122742444,Farm Profitability as a Driver of Spatial Spillovers: The Case of Somatic Cell Counts on Wisconsin Dairies,S2764593300,Agricultural and Resource Economics Review,2021
W2951108399,"Food at Home and away from Home: Commodity Composition, Nutrition Differences, and Differences in Consumers",S2764593300,Agricultural and Resource Economics Review,2019
W2977103579,Embedding Economies of Scale Concepts in the Model of Optimal Locations of Fresh Produce Aggregation Hubs,S2764593300,Agricultural and Resource Economics Review,2019
W2979182473,A Risk Management Tool or an Investment Strategy? Understanding the Unstable Farm Insurance Demand via a Gain-Loss Framework,S2764593300,Agricultural and Resource Economics Review,2019
W4251033540,The Impact of Federal Crop Insurance on the Conservation Reserve Program,S2764593300,Agricultural and Resource Economics Review,2019
W3011953889,Impacts of Health Services on Agricultural Labor Productivity of Rural Households in Burkina Faso,S2764593300,Agricultural and Resource Economics Review,2020
W3016466325,Effectiveness of Public versus Private Ownership: Violations of the Safe Drinking Water Act (SDWA),S2764593300,Agricultural and Resource Economics Review,2020
W3043466544,Local Environmental Policy in a Federal System: An Overview,S2764593300,Agricultural and Resource Economics Review,2020
W3134493086,Chronic sources of low cocoa production in Ghana: new insights from meta-analysis of old survey data,S2764593300,Agricultural and Resource Economics Review,2021
W3198044211,Quantifying the structure of residential water demand in the United States: a Generalized Exact Affine Stone Index demand framework,S2764593300,Agricultural and Resource Economics Review,2021
W4231831040,Gendered access to land and household food insecurity: Evidence from Nigeria,S2764593300,Agricultural and Resource Economics Review,2021
W2940650424,Environmental Efficiency of Apple Production in China: A Translog Stochastic Frontier Analysis,S2764593300,Agricultural and Resource Economics Review,2019
W2982325293,"Estimating the value of forests for provisioning non-timber forest products to market: concepts, approaches, and case studies",S2764593300,Agricultural and Resource Economics Review,2019
W3035339171,"U.S. Consumer Demand for Traditional and Greek Yogurt Attributes, Including Livestock Management Attributes",S2764593300,Agricultural and Resource Economics Review,2020
W3084313627,Knowledge Spillover and Positive Environmental Externality in Agricultural Decision Making under Performance-Based Payment Programs,S2764593300,Agricultural and Resource Economics Review,2020
W3126363192,Tariff Elimination and the Competitiveness of Wine-Exporting Countries in Japan,S2764593300,Agricultural and Resource Economics Review,2021
W3132297706,Farm Producers' Household Consumption and Individual Risk Behavior after Natural Disasters,S2764593300,Agricultural and Resource Economics Review,2021
W3028166146,How Will Climate Change Affect the Provision and Value of Water from Public Lands in Southern California Through the 21<sup>st</sup> Century?,S2764593300,Agricultural and Resource Economics Review,2020
W2966269518,The Effect of Produce Purchasing Behavior on Adult Obesity and Body Weight: Evidence from Household-Level Scanner Data,S2764593300,Agricultural and Resource Economics Review,2019
W2987368956,Advertising with Supply Control: Some Implications of Norwegian Whitefish Export Promotion,S2764593300,Agricultural and Resource Economics Review,2019
W2989776556,Can Dietary Fiber Intake Be Increased through Nutritional Education and through Subsidies on Selected Food Products?,S2764593300,Agricultural and Resource Economics Review,2019
W3140000213,Bidding behavior in auctions versus posted prices: comparisons of mean and marginal effects,S2764593300,Agricultural and Resource Economics Review,2021
W3196138408,Does violent conflict affect the labor supply of farm households? The Nigerian experience,S2764593300,Agricultural and Resource Economics Review,2021
W4213030737,"Neighborhood racial composition, income, and distance to grocery retailers in Seattle",S2764593300,Agricultural and Resource Economics Review,2021
W2942406955,"Resource Abundance, Fisheries Management, and Fishing Ports: The U.S. Atlantic Sea Scallop Fishery",S2764593300,Agricultural and Resource Economics Review,2019
W2981353437,A Century of Profligacy? The Measurement and Evolution of Food Waste,S2764593300,Agricultural and Resource Economics Review,2019
W2988654540,International Trade Implications of Highly Pathogenic Poultry Disease Events,S2764593300,Agricultural and Resource Economics Review,2019
W3026573396,Opportunities for Systematically Valuing Ecosystem Service Benefits Produced by Federal Conservation Programs,S2764593300,Agricultural and Resource Economics Review,2020
W3043504797,Is Organic Farming Risky? An Evaluation of WFRP in Organic and Conventional Production Systems,S2764593300,Agricultural and Resource Economics Review,2020
W2975023104,Estimating Preference Heterogeneity for Grass-fed Beef Cattle Traits,S2764593300,Agricultural and Resource Economics Review,2019
W2979540606,Estimating Preference Heterogeneity for Grass-fed Beef Cattle Traits – Addendum,S2764593300,Agricultural and Resource Economics Review,2019
W2988809004,Irrigation Water Demand: Price Elasticities and Climatic Determinants in the Great Lakes Region,S2764593300,Agricultural and Resource Economics Review,2019
W2992312361,Rural versus Urban Areas and the Supplemental Nutrition Assistance Program,S2764593300,Agricultural and Resource Economics Review,2019
W3019253048,"Non-Neutral Marginal Innovation Costs, Omitted Variables, and Induced Innovation",S2764593300,Agricultural and Resource Economics Review,2020
W3027698076,The Ecosystem Service Valuation and Federal Conservation Special Issue of ARER,S2764593300,Agricultural and Resource Economics Review,2020
W3033120757,Optimal Budget Allocations for Protected Area Acquisition To Store Carbon in a Local Community Under Economic Growth Uncertainty,S2764593300,Agricultural and Resource Economics Review,2020
W3039358364,Non-Constant Elasticity of Substitution and Intermittent Renewable Energy,S2764593300,Agricultural and Resource Economics Review,2020
W3043828633,Ethnic Variation in Immigrants' Diets and Food Acculturation – United States 1999–2012,S2764593300,Agricultural and Resource Economics Review,2020
W3096510794,Increasing Participation and Access to Economic Associations and Their Services,S2764593300,Agricultural and Resource Economics Review,2020
W3152730356,Local brand entry and incumbent variety response: evidence from the ice cream market,S2764593300,Agricultural and Resource Economics Review,2021
W3155820565,Consumer willingness-to-pay for restaurant surcharges to reduce carbon emissions: default and information effects,S2764593300,Agricultural and Resource Economics Review,2021
W3157875318,Heterogeneity in farmers’ willingness to produce bioenergy crops in the Midwest USA,S2764593300,Agricultural and Resource Economics Review,2021
W3160013538,Joint adoption of rice technologies among Bolivian farmers,S2764593300,Agricultural and Resource Economics Review,2021
W3187571177,Estimating the degree of market power in the vegetable market in Japan,S2764593300,Agricultural and Resource Economics Review,2021
W3191438854,"Relationships between vaccinations, herd introductions, and livestock losses in Northern Tanzania",S2764593300,Agricultural and Resource Economics Review,2021
W3200067100,Strengthening producer organizations to increase market access of smallholder farmers in Uganda,S2764593300,Agricultural and Resource Economics Review,2021
W3200461857,Building trust in rural producer organizations: results from a randomized controlled trial,S2764593300,Agricultural and Resource Economics Review,2021
W3208840980,Dynamics of farm entry and exit in Canada,S2764593300,Agricultural and Resource Economics Review,2021
W3211923843,The determinants of racial disparities in obesity: baseline evidence from a natural experiment,S2764593300,Agricultural and Resource Economics Review,2021
W3212065754,"Impact of public water supply unreliability on residential property prices in Marion County, West Virginia",S2764593300,Agricultural and Resource Economics Review,2021
W2957169509,Using Field Experiments to Encourage Healthy Eating in Schools,S2764593300,Agricultural and Resource Economics Review,2019
W2969708602,Market-Level Implications of Regulating Forest Carbon Storage and Albedo for Climate Change Mitigation – CORRIGENDUM,S2764593300,Agricultural and Resource Economics Review,2019
W2969898390,The Impact of Federal Crop Insurance on the Conservation Reserve Program – Erratum,S2764593300,Agricultural and Resource Economics Review,2019
W2996897365,Special Issue: Advances in the Economic Analysis of Food System Drivers and Effects,S2764593300,Agricultural and Resource Economics Review,2019
W4237279073,AGE volume 48 issue 2 Cover and Front matter,S2764593300,Agricultural and Resource Economics Review,2019
W4239679394,AGE volume 48 issue 1 Cover and Front matter,S2764593300,Agricultural and Resource Economics Review,2019
W4249707337,AGE volume 48 issue 1 Cover and Back matter,S2764593300,Agricultural and Resource Economics Review,2019
W4254147473,AGE volume 48 issue 2 Cover and Back matter,S2764593300,Agricultural and Resource Economics Review,2019
W4256127121,AGE volume 48 issue 3 Cover and Front matter,S2764593300,Agricultural and Resource Economics Review,2019
W3027678725,What the past suggests about future development of ecosystem service values applicable to USDA agricultural program evaluations,S2764593300,Agricultural and Resource Economics Review,2020
W4231650709,Foreword,S2764593300,Agricultural and Resource Economics Review,2020
W4241587177,AGE volume 49 issue 1 Cover and Front matter,S2764593300,Agricultural and Resource Economics Review,2020
W4241698009,AGE volume 49 issue 2 Cover and Front matter,S2764593300,Agricultural and Resource Economics Review,2020
W4242522875,AGE volume 49 issue 3 Cover and Front matter,S2764593300,Agricultural and Resource Economics Review,2020
W3140757824,Lessons from long-run (1975–2017) structural change in Colombia's coffee production,S2764593300,Agricultural and Resource Economics Review,2021
W3198594672,Are agricultural support policies harmful to the environment? Evidence from Japanese farm-level policy simulation,S2764593300,Agricultural and Resource Economics Review,2021
W3199531124,Coverage of National Priority List sites by the print media during the implementation of Superfund: the role of race and income,S2764593300,Agricultural and Resource Economics Review,2021
W4200075007,Introduction to Special Issue on “Social Justice in Agricultural and Environmental Economics”,S2764593300,Agricultural and Resource Economics Review,2021
W4200238830,AGE volume 50 issue 3 Cover and Front matter,S2764593300,Agricultural and Resource Economics Review,2021
W4213148265,AGE volume 50 issue 2 Cover and Front matter,S2764593300,Agricultural and Resource Economics Review,2021
W4255225037,AGE volume 50 issue 1 Cover and Front matter,S2764593300,Agricultural and Resource Economics Review,2021
W155859994,Economics and Environmental Markets: Lessons from Water-Quality Trading,S2764593300,Agricultural and Resource Economics Review,2013
W246080003,Using Ecological Production Theory to Define and Select Environmental Commodities for Nonmarket Valuation,S2764593300,Agricultural and Resource Economics Review,2013
W1625425273,Factors Affecting Farmer Participation in Agritourism,S2764593300,Agricultural and Resource Economics Review,2012
W58272076,"Tradeoffs among Ecosystem Services, Performance Certainty, and Cost-efficiency in Implementation of the Chesapeake Bay Total Maximum Daily Load",S2764593300,Agricultural and Resource Economics Review,2013
W97056783,Willingness to Pay for Sensory Attributes in Beer,S2764593300,Agricultural and Resource Economics Review,2014
W2147576419,The Role of Variety in Increasing the Consumption of Fruits and Vegetables Among Children,S2764593300,Agricultural and Resource Economics Review,2012
W1536757185,Farmers’ Participation in Agritourism: Does It Affect the Bottom Line?,S2764593300,Agricultural and Resource Economics Review,2013
W2171380596,Trigger Foods: The Influence of “Irrelevant” Alternatives in School Lunchrooms,S2764593300,Agricultural and Resource Economics Review,2012
W100873373,Stated Preferences for Intermediate versus Final Ecosystem Services: Disentangling Willingness to Pay for Omitted Outcomes,S2764593300,Agricultural and Resource Economics Review,2013
W201018951,Applying the Ecosystem Services Concept to Public Land Management,S2764593300,Agricultural and Resource Economics Review,2013
W341364500,Testing Structural Changes in the U.S. Whitefish Import Market: An Inverse Demand System Approach,S2764593300,Agricultural and Resource Economics Review,2013
W1557350676,Unraveling Demand for Dairy-Alternative Beverages in the United States: The Case of Soymilk,S2764593300,Agricultural and Resource Economics Review,2014
W130513203,Modeling Unobserved Heterogeneity in New York Dairy Farms: One-Stage versus Two-Stage Models,S2764593300,Agricultural and Resource Economics Review,2012
W2119911641,Sustainable School Food Procurement in Large K—12 Districts: Prospects for Value Chain Partnerships,S2764593300,Agricultural and Resource Economics Review,2012
W594211734,Consumer Valuation of Food Safety: The Case of Postharvest Processed Oysters,S2764593300,Agricultural and Resource Economics Review,2014
W1511849584,Value of Beef Steak Branding: Hedonic Analysis of Retail Scanner Data,S2764593300,Agricultural and Resource Economics Review,2012
W1487649560,High Tunnels Are My Crop Insurance: An Assessment of Risk Management Tools for Small-scale Specialty Crop Producers,S2764593300,Agricultural and Resource Economics Review,2013
W1592371972,Access to Local Agriculture and Weight Outcomes,S2764593300,Agricultural and Resource Economics Review,2012
W1571475218,Consumer Perceptions of Sustainable Farming Practices: A Best-Worst Scenario,S2764593300,Agricultural and Resource Economics Review,2013
W197841569,Consequentiality and Opt-out Responses in Stated Preference Surveys,S2764593300,Agricultural and Resource Economics Review,2014
W1537323216,The Impact of Pasture Insurance on Farmland Values,S2764593300,Agricultural and Resource Economics Review,2014
W1573385613,Revisiting the Impact of Bt Corn Adoption by U.S. Farmers,S2764593300,Agricultural and Resource Economics Review,2012
W631663004,Impact of Ethanol Plants on Local Land Use Change,S2764593300,Agricultural and Resource Economics Review,2013
